"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"### [UI] Product Detail Page Check
**Objective:** Verify that the Product Detail Page (PDP) displays the correct information and is ready for interaction.

**Test Steps:**
1. **Navigation:** Search and navigate to the PDP of a specific product.
2. **URL & Identity:** Verify the page URL and ensure the product name contains the correct keyword.
3. **Availability:** Confirm the ""Add to Cart"" button is visible and enabled.

**Expected Result:** PDP loads fully with accurate product data and an active purchase button.
","54867","TC1: Verify UI for product 'Chống nắng sunplay'","Hasaki.vn Smoke Suite","Mon Feb 23 17:17:12 UTC 2026","passed","Mon Feb 23 17:18:07 UTC 2026","testcases.ProductDetailTest","Smoke Test - Chrome","testcases.ProductDetailTest","ProductDetail_VerifyUI"
"### [Cart] Add Single Item to Cart
**Objective:** Verify that the cart quantity increases correctly when adding one unit.

**Test Steps:**
1. **Pre-check:** Capture the current items count in the mini-cart.
2. **Action:** Click ""Add to Cart"" and verify the success popup appears.
3. **Sync Check:** Close the popup and re-verify the cart quantity.

**Expected Result:** The cart badge must increase by exactly (+1) unit.
","23153","TC2: Add Single Product 'Nước hoa nữ' to Cart","Hasaki.vn Smoke Suite","Mon Feb 23 17:19:39 UTC 2026","passed","Mon Feb 23 17:20:02 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_addSingleUnit"
"### [UI] Product Detail Page Check
**Objective:** Verify that the Product Detail Page (PDP) displays the correct information and is ready for interaction.

**Test Steps:**
1. **Navigation:** Search and navigate to the PDP of a specific product.
2. **URL & Identity:** Verify the page URL and ensure the product name contains the correct keyword.
3. **Availability:** Confirm the ""Add to Cart"" button is visible and enabled.

**Expected Result:** PDP loads fully with accurate product data and an active purchase button.
","19240","TC1: Verify UI for product 'Nước hoa nữ Narciso Rodriguez'","Hasaki.vn Smoke Suite","Mon Feb 23 17:18:09 UTC 2026","passed","Mon Feb 23 17:18:28 UTC 2026","testcases.ProductDetailTest","Smoke Test - Chrome","testcases.ProductDetailTest","ProductDetail_VerifyUI"
"### [Cart] Add Single Item to Cart
**Objective:** Verify that the cart quantity increases correctly when adding one unit.

**Test Steps:**
1. **Pre-check:** Capture the current items count in the mini-cart.
2. **Action:** Click ""Add to Cart"" and verify the success popup appears.
3. **Sync Check:** Close the popup and re-verify the cart quantity.

**Expected Result:** The cart badge must increase by exactly (+1) unit.
","22501","TC2: Add Single Product 'Son thỏi' to Cart","Hasaki.vn Smoke Suite","Mon Feb 23 17:20:04 UTC 2026","passed","Mon Feb 23 17:20:26 UTC 2026","testcases.ProductDetailTest","Smoke Test - Chrome","testcases.ProductDetailTest","ProductDetail_addSingleUnit"
"### [Negative] Invalid Keyword Handling
**Objective:** Ensure the system displays a proper ""No Results Found"" message for invalid/random strings.

**Test Steps:**
1. **Input:** Search with a non-existent/random keyword.
2. **Verification:** Check for the presence of the ""No Product Found"" placeholder/message.

**Expected Result:** System handles invalid input gracefully without crashing or showing blank pages.
","14555","TC6 Negative Search: 'ádefsDFFFsdf'","Hasaki.vn Regression Suite","Mon Feb 23 16:41:27 UTC 2026","passed","Mon Feb 23 16:41:41 UTC 2026","testcases.SearchTest","Regression Test - Chrome","testcases.SearchTest","search_verifyNoResultsForInvalidKeyword"
"### [UI] Login Page Layout & Elements Check
**Objective:** Verify that all UI elements are displayed correctly before user interaction.

**Key Checks:**
- Validate placeholders for Email/Phone and Password fields.
- Check if all main labels are displayed correctly in Vietnamese.
- Handle cookies popup to ensure a clean UI state.
","927","Verify LoginTest UI","Hasaki.vn Smoke Suite","Mon Feb 23 17:15:41 UTC 2026","passed","Mon Feb 23 17:15:41 UTC 2026","testcases.LoginTest","Smoke Test - Edge","testcases.LoginTest","login_verifyUILayoutAndPlaceholders"
" ### [Cart] Add Multiple Items & Purchase Limit Handling
 **Objective:** Verify quantity management in the cart and handle products with purchase limits.
 
 **Test Steps:**
 1. **Set Quantity:** Input a specific number of units from the DataProvider.
 2. **Action:** Attempt to add the bulk quantity to the cart.
 3. **Logic Handling:** - If the product is limited to 1, skip the verification to avoid false failure.
     - Otherwise, verify the cart count increases by the specified amount.
     
 **Expected Result:** Cart quantity matches the sum of existing items and newly added units.
 ","23498","TC3: Add 2 units of 'Chống nắng' to Cart","Hasaki.vn Regression Suite","Mon Feb 23 16:50:30 UTC 2026","skipped","Mon Feb 23 16:50:53 UTC 2026","testcases.ProductDetailTest","Regression Test - Chrome","testcases.ProductDetailTest","ProductDetail_addMultipleUnits"
"### [Function] Add New Delivery Address
**Objective:** Validate that a user can successfully create and save a new shipping address.

**Test Steps:**
1. **Smart Login:** Ensure the session is active.
2. **Input Data:** Fill in Name, Phone, and select Province/District/Ward from Excel.
3. **Submission:** Click save to store the new address.
4. **Verification:** Verify the saved information matches the input data exactly.

**Expected Result:** New address is saved and displayed correctly in the address list.
","24443","TC2: Add Address for 'Nguyễn Tuấn T'","Hasaki.vn Regression Suite","Mon Feb 23 16:47:14 UTC 2026","passed","Mon Feb 23 16:47:39 UTC 2026","testcases.MyAddressTest","Regression Test - Edge","testcases.MyAddressTest","MyAddress_verifyAddNewAddress"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","3401","TC1: Login with default account","Hasaki.vn Regression Suite","Mon Feb 23 16:40:17 UTC 2026","passed","Mon Feb 23 16:40:20 UTC 2026","testcases.LoginTest","Regression Test - Edge","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","2049","TC4: Leave the email blank, enter valid password","Hasaki.vn Regression Suite","Mon Feb 23 16:40:34 UTC 2026","passed","Mon Feb 23 16:40:36 UTC 2026","testcases.LoginTest","Regression Test - Chrome","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
" ### [Cart] Add Multiple Items & Purchase Limit Handling
 **Objective:** Verify quantity management in the cart and handle products with purchase limits.
 
 **Test Steps:**
 1. **Set Quantity:** Input a specific number of units from the DataProvider.
 2. **Action:** Attempt to add the bulk quantity to the cart.
 3. **Logic Handling:** - If the product is limited to 1, skip the verification to avoid false failure.
     - Otherwise, verify the cart count increases by the specified amount.
     
 **Expected Result:** Cart quantity matches the sum of existing items and newly added units.
 ","29600","TC3: Add 3 units of 'Son thỏi' to Cart","Hasaki.vn Regression Suite","Mon Feb 23 16:51:28 UTC 2026","passed","Mon Feb 23 16:51:57 UTC 2026","testcases.ProductDetailTest","Regression Test - Edge","testcases.ProductDetailTest","ProductDetail_addMultipleUnits"
"### [UI] Product Detail Page Check
**Objective:** Verify that the Product Detail Page (PDP) displays the correct information and is ready for interaction.

**Test Steps:**
1. **Navigation:** Search and navigate to the PDP of a specific product.
2. **URL & Identity:** Verify the page URL and ensure the product name contains the correct keyword.
3. **Availability:** Confirm the ""Add to Cart"" button is visible and enabled.

**Expected Result:** PDP loads fully with accurate product data and an active purchase button.
","55368","TC1: Verify UI for product 'Chống nắng sunplay'","Hasaki.vn Smoke Suite","Mon Feb 23 17:17:13 UTC 2026","passed","Mon Feb 23 17:18:09 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_VerifyUI"
"### [Function] Logout & Session Termination
**Objective:** Verify that the system terminates the user session correctly upon logging out.

**Test Steps:**
1. **Login:** Access the system with a valid account.
2. **Logout Action:** Navigate to the Logout function within the My Account page.
3. **Verification:** Confirm the user is redirected and the session is cleared successfully.

**Expected Result:** User is logged out.The session is terminated, redirected to the login page.
","5426","Logout Test: Verify session termination for topphanst@gmail.com","Hasaki.vn Smoke Suite","Mon Feb 23 17:23:18 UTC 2026","passed","Mon Feb 23 17:23:24 UTC 2026","testcases.LogoutTest","Smoke Test - Chrome","testcases.LogoutTest","logout_verifyUserCanLogoutSuccessfully"
"### [Function] Add New Delivery Address
**Objective:** Validate that a user can successfully create and save a new shipping address.

**Test Steps:**
1. **Smart Login:** Ensure the session is active.
2. **Input Data:** Fill in Name, Phone, and select Province/District/Ward from Excel.
3. **Submission:** Click save to store the new address.
4. **Verification:** Verify the saved information matches the input data exactly.

**Expected Result:** New address is saved and displayed correctly in the address list.
","25160","TC2: Add Address for 'Trương Ngọc A'","Hasaki.vn Regression Suite","Mon Feb 23 16:46:49 UTC 2026","passed","Mon Feb 23 16:47:14 UTC 2026","testcases.MyAddressTest","Regression Test - Edge","testcases.MyAddressTest","MyAddress_verifyAddNewAddress"
"### [Function] Add New Delivery Address
**Objective:** Validate that a user can successfully create and save a new shipping address.

**Test Steps:**
1. **Smart Login:** Ensure the session is active.
2. **Input Data:** Fill in Name, Phone, and select Province/District/Ward from Excel.
3. **Submission:** Click save to store the new address.
4. **Verification:** Verify the saved information matches the input data exactly.

**Expected Result:** New address is saved and displayed correctly in the address list.
","24074","TC2: Add Address for 'Nguyễn Tuấn T'","Hasaki.vn Regression Suite","Mon Feb 23 16:47:10 UTC 2026","passed","Mon Feb 23 16:47:34 UTC 2026","testcases.MyAddressTest","Regression Test - Chrome","testcases.MyAddressTest","MyAddress_verifyAddNewAddress"
"### [Function] Add New Delivery Address
**Objective:** Validate that a user can successfully create and save a new shipping address.

**Test Steps:**
1. **Smart Login:** Ensure the session is active.
2. **Input Data:** Fill in Name, Phone, and select Province/District/Ward from Excel.
3. **Submission:** Click save to store the new address.
4. **Verification:** Verify the saved information matches the input data exactly.

**Expected Result:** New address is saved and displayed correctly in the address list.
","23981","TC2: Add Address for 'Trương Ngọc A'","Hasaki.vn Regression Suite","Mon Feb 23 16:46:46 UTC 2026","passed","Mon Feb 23 16:47:10 UTC 2026","testcases.MyAddressTest","Regression Test - Chrome","testcases.MyAddressTest","MyAddress_verifyAddNewAddress"
"### [Filter] Price Range Validation
**Objective:** Verify that the price filter correctly restricts products within the specified min-max range.

**Test Steps:**
1. **Search & Filter:** Search for a product and apply a price range filter.
2. **Multi-page Verification:** Loop through all result pages.
3. **Price Comparison:** Parse and verify every single product price against the filter boundary.

**Expected Result:** No product price falls outside the [Min - Max] range across all pages.
","18411","TC5 filter price: [Nước hoa] | Range: 100000 - 200000","Hasaki.vn Regression Suite","Mon Feb 23 16:42:13 UTC 2026","passed","Mon Feb 23 16:42:31 UTC 2026","testcases.SearchTest","Regression Test - Edge","testcases.SearchTest","search_verifyPriceFilterFunctionality"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","1977","TC2: Leave the email, password blank","Hasaki.vn Regression Suite","Mon Feb 23 16:40:25 UTC 2026","passed","Mon Feb 23 16:40:27 UTC 2026","testcases.LoginTest","Regression Test - Edge","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
"### [Negative] Missing Phone Number Validation
**Objective:** Verify that the system prevents saving an address when the phone number is missing.

**Test Steps:**
1. **Incomplete Input:** Fill in all address details but leave the Phone Number field empty.
2. **Submit:** Attempt to save the address.
3. **Validation:** Capture and check the specific error message.

**Expected Result:** System blocks the submission and displays a clear ""Required"" warning for the phone field.
","43755","TC3: Validate error message when phone is blank","Hasaki.vn Regression Suite","Mon Feb 23 16:44:50 UTC 2026","passed","Mon Feb 23 16:45:34 UTC 2026","testcases.MyAddressTest","Regression Test - Chrome","testcases.MyAddressTest","MyAddress_validationLeavePhoneNumberBlank"
"### [UI] Product Detail Page Check
**Objective:** Verify that the Product Detail Page (PDP) displays the correct information and is ready for interaction.

**Test Steps:**
1. **Navigation:** Search and navigate to the PDP of a specific product.
2. **URL & Identity:** Verify the page URL and ensure the product name contains the correct keyword.
3. **Availability:** Confirm the ""Add to Cart"" button is visible and enabled.

**Expected Result:** PDP loads fully with accurate product data and an active purchase button.
","19322","TC1: Verify UI for product 'Sữa rửa mặt cerave'","Hasaki.vn Smoke Suite","Mon Feb 23 17:18:52 UTC 2026","passed","Mon Feb 23 17:19:12 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_VerifyUI"
"### [Data-Driven] Search Accuracy & Matching Rate
**Objective:** Validate search engine quality by calculating the matching rate of results against expected keywords.

**Test Steps:**
1. **Dynamic Search:** Execute search using keywords and types from Excel.
2. **First Page Audit:** Calculate matching percentage for the initial result set.
3. **Deep Pagination:** Traverse through all available pages to compute the ""Global Accuracy Rate"".
4. **Threshold Validation:** Compare final rate against the defined expected percentage.

**Target:** Ensure search results remain relevant across multiple pages.
","14459","TC4 Verify system have auto-correct keyword","Hasaki.vn Regression Suite","Mon Feb 23 16:44:22 UTC 2026","failed","Mon Feb 23 16:44:37 UTC 2026","testcases.SearchTest","Regression Test - Edge","testcases.SearchTest","search_verifyResultsAccuracyWithMultipleKeywords"
"### [UI] Checkout Page Integrity & Critical Components
**Objective:** Verify that the Checkout page is fully rendered with all necessary functional components for payment.

**Test Steps:**
1. **Smart Authentication:** Reuse current session via `handleSmartLogin`.
2. **Navigation Flow:** Transition from Homepage -> Cart -> Checkout page.
3. **Component Validation:** Audit the presence of key UI anchors: Shipping Address, Payment Methods, and the 'Order' button.

**Target:** Ensure the checkout interface is stable and all mandatory elements are enabled for user interaction.
","18871","TC1: Integrity Check - Checkout Page UI","Hasaki.vn Smoke Suite","Mon Feb 23 17:22:46 UTC 2026","passed","Mon Feb 23 17:23:05 UTC 2026","testcases.CheckoutTest","Smoke Test - Chrome","testcases.CheckoutTest","CheckoutTest_verifyCheckoutUIComponents"
"### [UI] Product Detail Page Check
**Objective:** Verify that the Product Detail Page (PDP) displays the correct information and is ready for interaction.

**Test Steps:**
1. **Navigation:** Search and navigate to the PDP of a specific product.
2. **URL & Identity:** Verify the page URL and ensure the product name contains the correct keyword.
3. **Availability:** Confirm the ""Add to Cart"" button is visible and enabled.

**Expected Result:** PDP loads fully with accurate product data and an active purchase button.
","18617","TC1: Verify UI for product 'Son thỏi LIP ON LIP'","Hasaki.vn Smoke Suite","Mon Feb 23 17:18:32 UTC 2026","passed","Mon Feb 23 17:18:50 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_VerifyUI"
"### [Cleanup] Delete Existing Address
**Objective:** Ensure the system can remove an address from the user's account.

**Test Steps:**
1. **Locate Target:** Identify the address to be deleted by Name and Address string.
2. **Execution:** Click delete and confirm the removal.
3. **Post-check:** Verify the address no longer exists in the list.

**Expected Result:** The targeted address is completely removed from the UI and system.
","19278","Delete Address of 'Trương Ngọc A'","Environment Cleanup","Thu Feb 26 15:41:10 UTC 2026","passed","Thu Feb 26 15:41:29 UTC 2026","testcases.MyAddressTest","Cleanup environment before test - CHROME","testcases.MyAddressTest","MyAddress_verifyDeleteAddress"
"### [Cart] Add Single Item to Cart
**Objective:** Verify that the cart quantity increases correctly when adding one unit.

**Test Steps:**
1. **Pre-check:** Capture the current items count in the mini-cart.
2. **Action:** Click ""Add to Cart"" and verify the success popup appears.
3. **Sync Check:** Close the popup and re-verify the cart quantity.

**Expected Result:** The cart badge must increase by exactly (+1) unit.
","22570","TC2: Add Single Product 'Sữa rửa mặt' to Cart","Hasaki.vn Smoke Suite","Mon Feb 23 17:20:28 UTC 2026","passed","Mon Feb 23 17:20:51 UTC 2026","testcases.ProductDetailTest","Smoke Test - Chrome","testcases.ProductDetailTest","ProductDetail_addSingleUnit"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","1980","TC4: Leave the email blank, enter valid password","Hasaki.vn Regression Suite","Mon Feb 23 16:40:36 UTC 2026","passed","Mon Feb 23 16:40:38 UTC 2026","testcases.LoginTest","Regression Test - Edge","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
"### [Cleanup] Cart empty & Final State Check
**Objective:** Validate the ability to clear the entire cart and reset the shopping session.

**Test Steps:**
1. **Action:** Execute the ""Delete All"" function to remove all items from the cart.
2. **Status Check:** Verify that no product elements remain in the cart list.
3. **UI Verification:** Confirm the ""Empty Cart"" message or placeholder is displayed.

**Target:** Ensure the cart can be fully cleared for a clean test environment.
","69109","Clear All Items from Cart","Environment Cleanup","Mon Mar 02 02:10:35 UTC 2026","passed","Mon Mar 02 02:11:44 UTC 2026","testcases.CartTest","Cleanup environment before test - MS EDGE","testcases.CartTest","CartTest_DeleteAllItems"
"### [Function] Logout & Session Termination
**Objective:** Verify that the system terminates the user session correctly upon logging out.

**Test Steps:**
1. **Login:** Access the system with a valid account.
2. **Logout Action:** Navigate to the Logout function within the My Account page.
3. **Verification:** Confirm the user is redirected and the session is cleared successfully.

**Expected Result:** User is logged out.The session is terminated, redirected to the login page.
","5710","Logout Test: Verify session termination for swata44@gmail.com","Hasaki.vn Smoke Suite","Mon Feb 23 17:23:21 UTC 2026","passed","Mon Feb 23 17:23:26 UTC 2026","testcases.LogoutTest","Smoke Test - Edge","testcases.LogoutTest","logout_verifyUserCanLogoutSuccessfully"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","2865","TC7: Enter valid email, invalid password ","Hasaki.vn Regression Suite","Mon Feb 23 16:40:57 UTC 2026","passed","Mon Feb 23 16:41:00 UTC 2026","testcases.LoginTest","Regression Test - Chrome","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
"### [Cart] Add Single Item to Cart
**Objective:** Verify that the cart quantity increases correctly when adding one unit.

**Test Steps:**
1. **Pre-check:** Capture the current items count in the mini-cart.
2. **Action:** Click ""Add to Cart"" and verify the success popup appears.
3. **Sync Check:** Close the popup and re-verify the cart quantity.

**Expected Result:** The cart badge must increase by exactly (+1) unit.
","23453","TC2: Add Single Product 'Chống nắng' to Cart","Hasaki.vn Smoke Suite","Mon Feb 23 17:19:14 UTC 2026","passed","Mon Feb 23 17:19:37 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_addSingleUnit"
